,0,1,face
558,57411.jpg,JM,"{'box': [672, 478, 590, 817], 'confidence': 0.9998194575309753, 'keypoints': {'nose': (1048, 976), 'right_eye': (1163, 895), 'mouth_left': (840, 1045), 'left_eye': (950, 760), 'mouth_right': (1011, 1149)}}"
559,58103.jpg,JM,"{'box': [473, 188, 586, 728], 'confidence': 0.996948778629303, 'keypoints': {'nose': (671, 681), 'right_eye': (775, 463), 'mouth_left': (717, 833), 'left_eye': (573, 587), 'mouth_right': (868, 737)}}"
561,58105.jpg,JM,"{'box': [265, 274, 683, 831], 'confidence': 0.9986463189125061, 'keypoints': {'nose': (559, 774), 'right_eye': (644, 557), 'mouth_left': (549, 969), 'left_eye': (414, 688), 'mouth_right': (743, 860)}}"
563,58107.jpg,JM,"{'box': [469, 228, 594, 695], 'confidence': 0.9996939897537231, 'keypoints': {'nose': (677, 695), 'right_eye': (755, 461), 'mouth_left': (732, 830), 'left_eye': (572, 587), 'mouth_right': (866, 743)}}"
564,58108.jpg,JM,"{'box': [257, 1091, 306, 325], 'confidence': 0.9073919653892517, 'keypoints': {'nose': (420, 1275), 'right_eye': (450, 1201), 'mouth_left': (401, 1338), 'left_eye': (354, 1248), 'mouth_right': (487, 1299)}}"
565,58109.jpg,JM,"{'box': [770, 470, 480, 539], 'confidence': 0.984434187412262, 'keypoints': {'nose': (959, 811), 'right_eye': (1045, 641), 'mouth_left': (969, 947), 'left_eye': (849, 728), 'mouth_right': (1139, 875)}}"
566,58110.jpg,JM,"{'box': [723, 490, 582, 706], 'confidence': 0.9999961853027344, 'keypoints': {'nose': (851, 916), 'right_eye': (984, 709), 'mouth_left': (896, 1076), 'left_eye': (793, 812), 'mouth_right': (1043, 1008)}}"
567,59676.jpg,JM,"{'box': [428, 791, 477, 648], 'confidence': 0.9999936819076538, 'keypoints': {'nose': (813, 1191), 'right_eye': (857, 1088), 'mouth_left': (646, 1271), 'left_eye': (683, 1034), 'mouth_right': (785, 1313)}}"
569,59678.jpg,JM,"{'box': [477, 860, 249, 350], 'confidence': 0.9997373223304749, 'keypoints': {'nose': (524, 1046), 'right_eye': (620, 989), 'mouth_left': (509, 1124), 'left_eye': (523, 994), 'mouth_right': (583, 1120)}}"
570,59679.jpg,JM,"{'box': [1024, 582, 483, 590], 'confidence': 0.9997602105140686, 'keypoints': {'nose': (1213, 948), 'right_eye': (1301, 795), 'mouth_left': (1219, 1082), 'left_eye': (1119, 879), 'mouth_right': (1361, 1010)}}"
571,59680.jpg,JM,"{'box': [562, 756, 343, 385], 'confidence': 0.9990484118461609, 'keypoints': {'nose': (702, 989), 'right_eye': (739, 879), 'mouth_left': (749, 1091), 'left_eye': (651, 974), 'mouth_right': (811, 1020)}}"
574,20092.jpg,JN,"{'box': [647, 319, 620, 794], 'confidence': 0.999764621257782, 'keypoints': {'nose': (907, 729), 'right_eye': (1059, 584), 'mouth_left': (836, 925), 'left_eye': (776, 615), 'mouth_right': (1051, 906)}}"
575,20655.jpg,JN,"{'box': [536, 596, 793, 1020], 'confidence': 0.9999394416809082, 'keypoints': {'nose': (1159, 1157), 'right_eye': (1182, 912), 'mouth_left': (1036, 1415), 'left_eye': (859, 1062), 'mouth_right': (1283, 1293)}}"
576,20659.jpg,JN,"{'box': [674, 610, 859, 1517], 'confidence': 0.9986636638641357, 'keypoints': {'nose': (1555, 1502), 'right_eye': (1509, 1227), 'mouth_left': (1169, 1735), 'left_eye': (1301, 1223), 'mouth_right': (1391, 1729)}}"
577,20673.jpg,JN,"{'box': [815, 387, 410, 491], 'confidence': 0.9992027878761292, 'keypoints': {'nose': (1047, 709), 'right_eye': (1136, 672), 'mouth_left': (890, 716), 'left_eye': (1012, 543), 'mouth_right': (1000, 818)}}"
578,20699.jpg,JN,"{'box': [285, 218, 840, 1189], 'confidence': 0.9993104934692383, 'keypoints': {'nose': (550, 937), 'right_eye': (832, 709), 'mouth_left': (447, 1103), 'left_eye': (433, 706), 'mouth_right': (843, 1112)}}"
580,21461.jpg,JN,"{'box': [768, 175, 475, 577], 'confidence': 0.999974250793457, 'keypoints': {'nose': (919, 537), 'right_eye': (1015, 369), 'mouth_left': (932, 646), 'left_eye': (841, 436), 'mouth_right': (1069, 596)}}"
581,21462.jpg,JN,"{'box': [843, 168, 450, 556], 'confidence': 0.9999208450317383, 'keypoints': {'nose': (996, 517), 'right_eye': (1092, 366), 'mouth_left': (999, 621), 'left_eye': (920, 417), 'mouth_right': (1126, 587)}}"
582,21463.jpg,JN,"{'box': [204, 616, 856, 1226], 'confidence': 0.9999382495880127, 'keypoints': {'nose': (260, 1290), 'right_eye': (582, 1054), 'mouth_left': (317, 1560), 'left_eye': (324, 1076), 'mouth_right': (487, 1556)}}"
583,21464.jpg,JN,"{'box': [563, 291, 626, 899], 'confidence': 0.9944777488708496, 'keypoints': {'nose': (916, 877), 'right_eye': (1046, 664), 'mouth_left': (776, 997), 'left_eye': (753, 667), 'mouth_right': (996, 998)}}"
584,21465.jpg,JN,"{'box': [418, 357, 763, 920], 'confidence': 0.999640941619873, 'keypoints': {'nose': (716, 925), 'right_eye': (855, 667), 'mouth_left': (702, 1095), 'left_eye': (567, 783), 'mouth_right': (935, 1017)}}"
585,21466.jpg,JN,"{'box': [441, 351, 955, 1246], 'confidence': 0.9999889135360718, 'keypoints': {'nose': (672, 1095), 'right_eye': (946, 840), 'mouth_left': (625, 1300), 'left_eye': (585, 864), 'mouth_right': (962, 1276)}}"
587,21483.jpg,JN,"{'box': [306, 540, 1047, 1071], 'confidence': 0.9998177886009216, 'keypoints': {'nose': (870, 1256), 'right_eye': (873, 898), 'mouth_left': (942, 1470), 'left_eye': (625, 1171), 'mouth_right': (1151, 1233)}}"
588,21505.jpg,JN,"{'box': [427, 618, 986, 1361], 'confidence': 0.9999986886978149, 'keypoints': {'nose': (1170, 1512), 'right_eye': (1295, 1232), 'mouth_left': (885, 1691), 'left_eye': (922, 1169), 'mouth_right': (1145, 1730)}}"
589,21506.jpg,JN,"{'box': [543, 489, 1063, 1531], 'confidence': 0.9933096170425415, 'keypoints': {'nose': (1068, 1393), 'right_eye': (1333, 1118), 'mouth_left': (832, 1650), 'left_eye': (834, 1055), 'mouth_right': (1213, 1690)}}"
590,21788.jpg,JN,"{'box': [420, 207, 364, 457], 'confidence': 0.999559223651886, 'keypoints': {'nose': (692, 460), 'right_eye': (741, 371), 'mouth_left': (598, 560), 'left_eye': (593, 357), 'mouth_right': (708, 566)}}"
591,21795.jpg,JN,"{'box': [953, 258, 344, 515], 'confidence': 0.9999961853027344, 'keypoints': {'nose': (1274, 566), 'right_eye': (1255, 460), 'mouth_left': (1169, 661), 'left_eye': (1165, 461), 'mouth_right': (1236, 657)}}"
592,21797.jpg,JN,"{'box': [621, 361, 765, 994], 'confidence': 0.9974545836448669, 'keypoints': {'nose': (957, 885), 'right_eye': (1164, 717), 'mouth_left': (826, 1095), 'left_eye': (825, 721), 'mouth_right': (1117, 1095)}}"
593,21800.jpg,JN,"{'box': [897, 257, 537, 644], 'confidence': 0.9996044039726257, 'keypoints': {'nose': (1032, 604), 'right_eye': (1197, 470), 'mouth_left': (992, 748), 'left_eye': (973, 464), 'mouth_right': (1161, 748)}}"
594,21806.jpg,JN,"{'box': [721, 366, 600, 793], 'confidence': 0.9986775517463684, 'keypoints': {'nose': (1028, 815), 'right_eye': (1173, 669), 'mouth_left': (905, 949), 'left_eye': (905, 643), 'mouth_right': (1117, 963)}}"
595,21807.jpg,JN,"{'box': [1155, 128, 240, 316], 'confidence': 0.9999998807907104, 'keypoints': {'nose': (1229, 286), 'right_eye': (1301, 234), 'mouth_left': (1204, 363), 'left_eye': (1195, 239), 'mouth_right': (1285, 362)}}"
596,21810.jpg,JN,"{'box': [334, 476, 1005, 1194], 'confidence': 0.999815046787262, 'keypoints': {'nose': (688, 1168), 'right_eye': (886, 844), 'mouth_left': (680, 1446), 'left_eye': (487, 1004), 'mouth_right': (992, 1337)}}"
597,21812.jpg,JN,"{'box': [591, 146, 326, 430], 'confidence': 0.998589813709259, 'keypoints': {'nose': (793, 377), 'right_eye': (839, 290), 'mouth_left': (730, 473), 'left_eye': (700, 309), 'mouth_right': (840, 457)}}"
598,21813.jpg,JN,"{'box': [346, 322, 1162, 1433], 'confidence': 0.7817062735557556, 'keypoints': {'nose': (665, 1196), 'right_eye': (1132, 977), 'mouth_left': (468, 1431), 'left_eye': (629, 845), 'mouth_right': (886, 1541)}}"
599,21823.jpg,JN,"{'box': [1075, 175, 248, 334], 'confidence': 0.999842643737793, 'keypoints': {'nose': (1114, 373), 'right_eye': (1198, 293), 'mouth_left': (1124, 447), 'left_eye': (1108, 299), 'mouth_right': (1189, 443)}}"
600,22144.jpg,JN,"{'box': [332, 347, 967, 1172], 'confidence': 0.9999659061431885, 'keypoints': {'nose': (629, 1081), 'right_eye': (824, 760), 'mouth_left': (645, 1316), 'left_eye': (486, 893), 'mouth_right': (910, 1206)}}"
601,22154.jpg,JN,"{'box': [841, 242, 478, 562], 'confidence': 0.9999606609344482, 'keypoints': {'nose': (983, 611), 'right_eye': (1102, 450), 'mouth_left': (982, 710), 'left_eye': (919, 485), 'mouth_right': (1120, 681)}}"
602,22155.jpg,JN,"{'box': [814, 181, 233, 292], 'confidence': 0.997056245803833, 'keypoints': {'nose': (931, 338), 'right_eye': (976, 287), 'mouth_left': (897, 406), 'left_eye': (876, 293), 'mouth_right': (972, 403)}}"
605,22169.jpg,JN,"{'box': [420, 396, 973, 1195], 'confidence': 0.9998270869255066, 'keypoints': {'nose': (783, 1158), 'right_eye': (947, 810), 'mouth_left': (847, 1398), 'left_eye': (636, 979), 'mouth_right': (1058, 1282)}}"
606,22170.jpg,JN,"{'box': [278, 249, 979, 1253], 'confidence': 0.9962280988693237, 'keypoints': {'nose': (791, 1025), 'right_eye': (933, 675), 'mouth_left': (776, 1294), 'left_eye': (550, 874), 'mouth_right': (1069, 1130)}}"
607,22174.jpg,JN,"{'box': [445, 595, 931, 1087], 'confidence': 0.999915361404419, 'keypoints': {'nose': (780, 1302), 'right_eye': (933, 950), 'mouth_left': (824, 1499), 'left_eye': (614, 1111), 'mouth_right': (1084, 1385)}}"
608,30847.jpg,JN,"{'box': [337, 322, 478, 657], 'confidence': 0.9998968839645386, 'keypoints': {'nose': (680, 708), 'right_eye': (734, 569), 'mouth_left': (557, 824), 'left_eye': (524, 571), 'mouth_right': (714, 820)}}"
609,30854.jpg,JN,"{'box': [962, 259, 390, 515], 'confidence': 0.9999402761459351, 'keypoints': {'nose': (1053, 536), 'right_eye': (1193, 444), 'mouth_left': (1016, 650), 'left_eye': (1021, 437), 'mouth_right': (1146, 658)}}"
610,30855.jpg,JN,"{'box': [783, 324, 805, 904], 'confidence': 0.999467670917511, 'keypoints': {'nose': (1111, 840), 'right_eye': (1258, 593), 'mouth_left': (1078, 1045), 'left_eye': (947, 725), 'mouth_right': (1337, 947)}}"
612,30857.jpg,JN,"{'box': [706, 244, 431, 555], 'confidence': 0.997755229473114, 'keypoints': {'nose': (932, 557), 'right_eye': (1019, 450), 'mouth_left': (843, 659), 'left_eye': (822, 457), 'mouth_right': (1018, 658)}}"
614,30859.jpg,JN,"{'box': [881, 303, 210, 268], 'confidence': 0.9999492168426514, 'keypoints': {'nose': (1045, 435), 'right_eye': (1050, 395), 'mouth_left': (1001, 507), 'left_eye': (966, 400), 'mouth_right': (1066, 503)}}"
617,35767.jpg,JN,"{'box': [419, 259, 327, 384], 'confidence': 0.9996651411056519, 'keypoints': {'nose': (542, 488), 'right_eye': (592, 367), 'mouth_left': (562, 581), 'left_eye': (472, 445), 'mouth_right': (648, 527)}}"
618,35768.jpg,JN,"{'box': [430, 458, 1045, 1251], 'confidence': 0.9991961121559143, 'keypoints': {'nose': (1053, 1223), 'right_eye': (1223, 866), 'mouth_left': (878, 1453), 'left_eye': (742, 941), 'mouth_right': (1214, 1386)}}"
619,35769.jpg,JN,"{'box': [769, 252, 543, 679], 'confidence': 0.9990968704223633, 'keypoints': {'nose': (896, 623), 'right_eye': (1127, 516), 'mouth_left': (805, 737), 'left_eye': (888, 423), 'mouth_right': (975, 808)}}"
620,35770.jpg,JN,"{'box': [806, 571, 713, 891], 'confidence': 0.9996157884597778, 'keypoints': {'nose': (1372, 1004), 'right_eye': (1308, 804), 'mouth_left': (1324, 1255), 'left_eye': (1084, 934), 'mouth_right': (1454, 1159)}}"
621,35771.jpg,JN,"{'box': [770, 600, 1072, 1403], 'confidence': 0.9970698356628418, 'keypoints': {'nose': (1662, 1220), 'right_eye': (1533, 1020), 'mouth_left': (1629, 1615), 'left_eye': (1329, 1205), 'mouth_right': (1735, 1472)}}"
622,35772.jpg,JN,"{'box': [547, 206, 1007, 1323], 'confidence': 0.9999288320541382, 'keypoints': {'nose': (1249, 921), 'right_eye': (1340, 675), 'mouth_left': (1081, 1219), 'left_eye': (889, 728), 'mouth_right': (1404, 1160)}}"
623,35773.jpg,JN,"{'box': [962, 103, 681, 868], 'confidence': 0.9999988079071045, 'keypoints': {'nose': (1652, 589), 'right_eye': (1591, 369), 'mouth_left': (1486, 826), 'left_eye': (1370, 450), 'mouth_right': (1646, 769)}}"
624,35774.jpg,JN,"{'box': [371, 278, 1333, 1541], 'confidence': 0.9999526739120483, 'keypoints': {'nose': (1101, 1167), 'right_eye': (1236, 724), 'mouth_left': (1044, 1512), 'left_eye': (722, 944), 'mouth_right': (1415, 1361)}}"
625,35775.jpg,JN,"{'box': [373, 128, 604, 697], 'confidence': 0.9957636594772339, 'keypoints': {'nose': (696, 501), 'right_eye': (739, 322), 'mouth_left': (690, 681), 'left_eye': (525, 463), 'mouth_right': (848, 577)}}"
626,35776.jpg,JN,"{'box': [631, 98, 759, 750], 'confidence': 0.9855546951293945, 'keypoints': {'nose': (1173, 593), 'right_eye': (1162, 300), 'mouth_left': (1126, 759), 'left_eye': (908, 513), 'mouth_right': (1352, 589)}}"
628,36449.jpg,JN,"{'box': [1139, 1295, 275, 334], 'confidence': 0.9998307228088379, 'keypoints': {'nose': (1228, 1470), 'right_eye': (1311, 1399), 'mouth_left': (1199, 1548), 'left_eye': (1187, 1405), 'mouth_right': (1296, 1544)}}"
629,36450.jpg,JN,"{'box': [636, 273, 355, 420], 'confidence': 0.9989867806434631, 'keypoints': {'nose': (865, 485), 'right_eye': (886, 387), 'mouth_left': (833, 606), 'left_eye': (741, 443), 'mouth_right': (942, 564)}}"
630,36451.jpg,JN,"{'box': [301, 376, 1022, 1351], 'confidence': 0.9991666078567505, 'keypoints': {'nose': (1136, 1215), 'right_eye': (1233, 1092), 'mouth_left': (732, 1314), 'left_eye': (984, 854), 'mouth_right': (944, 1497)}}"
631,36452.jpg,JN,"{'box': [948, 230, 220, 301], 'confidence': 0.9999796152114868, 'keypoints': {'nose': (1121, 375), 'right_eye': (1130, 326), 'mouth_left': (1059, 449), 'left_eye': (1041, 323), 'mouth_right': (1129, 450)}}"
633,36454.jpg,JN,"{'box': [537, 345, 436, 587], 'confidence': 0.9999592304229736, 'keypoints': {'nose': (625, 689), 'right_eye': (772, 557), 'mouth_left': (593, 807), 'left_eye': (582, 543), 'mouth_right': (728, 817)}}"
634,36455.jpg,JN,"{'box': [474, 252, 283, 359], 'confidence': 0.99998939037323, 'keypoints': {'nose': (628, 468), 'right_eye': (686, 380), 'mouth_left': (578, 529), 'left_eye': (554, 382), 'mouth_right': (675, 526)}}"
635,38620.jpg,JN,"{'box': [673, 442, 560, 704], 'confidence': 0.9998506307601929, 'keypoints': {'nose': (1045, 812), 'right_eye': (1118, 679), 'mouth_left': (935, 973), 'left_eye': (872, 678), 'mouth_right': (1100, 974)}}"
636,38630.jpg,JN,"{'box': [711, 263, 442, 515], 'confidence': 0.9980261921882629, 'keypoints': {'nose': (1009, 565), 'right_eye': (1047, 423), 'mouth_left': (951, 694), 'left_eye': (853, 495), 'mouth_right': (1089, 633)}}"
637,38634.jpg,JN,"{'box': [893, 264, 578, 708], 'confidence': 0.9998602867126465, 'keypoints': {'nose': (1004, 663), 'right_eye': (1224, 528), 'mouth_left': (952, 804), 'left_eye': (978, 485), 'mouth_right': (1133, 832)}}"
638,38637.jpg,JN,"{'box': [604, 189, 538, 687], 'confidence': 0.9972291588783264, 'keypoints': {'nose': (993, 580), 'right_eye': (996, 397), 'mouth_left': (921, 757), 'left_eye': (778, 501), 'mouth_right': (1091, 670)}}"
641,42226.jpg,JN,"{'box': [651, 410, 288, 360], 'confidence': 0.999997615814209, 'keypoints': {'nose': (683, 578), 'right_eye': (783, 501), 'mouth_left': (695, 685), 'left_eye': (680, 539), 'mouth_right': (763, 658)}}"
642,42227.jpg,JN,"{'box': [806, 264, 362, 491], 'confidence': 0.9830948710441589, 'keypoints': {'nose': (920, 560), 'right_eye': (1018, 424), 'mouth_left': (920, 651), 'left_eye': (859, 444), 'mouth_right': (1018, 641)}}"
644,42251.jpg,JN,"{'box': [875, 233, 356, 470], 'confidence': 0.9910827875137329, 'keypoints': {'nose': (992, 505), 'right_eye': (1131, 461), 'mouth_left': (936, 567), 'left_eye': (1005, 388), 'mouth_right': (1031, 623)}}"
645,44564.jpg,JN,"{'box': [981, 338, 388, 483], 'confidence': 0.9998062252998352, 'keypoints': {'nose': (1091, 606), 'right_eye': (1212, 494), 'mouth_left': (1063, 705), 'left_eye': (1037, 495), 'mouth_right': (1191, 705)}}"
646,44578.jpg,JN,"{'box': [638, 396, 291, 378], 'confidence': 0.9998737573623657, 'keypoints': {'nose': (686, 535), 'right_eye': (817, 506), 'mouth_left': (668, 653), 'left_eye': (723, 498), 'mouth_right': (736, 656)}}"
647,44582.jpg,JN,"{'box': [423, 599, 550, 589], 'confidence': 0.9623935222625732, 'keypoints': {'nose': (688, 810), 'right_eye': (716, 728), 'mouth_left': (746, 982), 'left_eye': (618, 810), 'mouth_right': (803, 915)}}"
649,44589.jpg,JN,"{'box': [1024, 288, 358, 428], 'confidence': 0.9995065927505493, 'keypoints': {'nose': (1242, 486), 'right_eye': (1305, 452), 'mouth_left': (1145, 582), 'left_eye': (1147, 426), 'mouth_right': (1276, 603)}}"
650,44592.jpg,JN,"{'box': [527, 523, 725, 970], 'confidence': 0.9995438456535339, 'keypoints': {'nose': (784, 974), 'right_eye': (999, 820), 'mouth_left': (689, 1218), 'left_eye': (675, 807), 'mouth_right': (929, 1229)}}"
651,44604.jpg,JN,"{'box': [1636, 619, 137, 173], 'confidence': 0.7630128860473633, 'keypoints': {'nose': (1711, 724), 'right_eye': (1736, 684), 'mouth_left': (1686, 750), 'left_eye': (1682, 688), 'mouth_right': (1730, 747)}}"
652,44607.jpg,JN,"{'box': [1305, 219, 270, 358], 'confidence': 0.9987962245941162, 'keypoints': {'nose': (1396, 413), 'right_eye': (1457, 321), 'mouth_left': (1402, 498), 'left_eye': (1350, 363), 'mouth_right': (1494, 468)}}"
653,44612.jpg,JN,"{'box': [231, 767, 1202, 1320], 'confidence': 0.9993091821670532, 'keypoints': {'nose': (616, 1571), 'right_eye': (743, 1080), 'mouth_left': (819, 1878), 'left_eye': (454, 1415), 'mouth_right': (1093, 1610)}}"
654,44614.jpg,JN,"{'box': [778, 268, 215, 323], 'confidence': 0.9999634027481079, 'keypoints': {'nose': (984, 462), 'right_eye': (973, 397), 'mouth_left': (900, 512), 'left_eye': (928, 385), 'mouth_right': (938, 520)}}"
655,44711.jpg,JN,"{'box': [429, 377, 842, 1085], 'confidence': 0.9996356964111328, 'keypoints': {'nose': (1003, 1008), 'right_eye': (1022, 710), 'mouth_left': (913, 1255), 'left_eye': (697, 885), 'mouth_right': (1156, 1118)}}"
656,44712.jpg,JN,"{'box': [536, 931, 319, 418], 'confidence': 0.99997878074646, 'keypoints': {'nose': (756, 1168), 'right_eye': (812, 1111), 'mouth_left': (662, 1233), 'left_eye': (682, 1068), 'mouth_right': (759, 1264)}}"
657,44732.jpg,JN,"{'box': [432, 153, 595, 736], 'confidence': 0.9997010231018066, 'keypoints': {'nose': (737, 512), 'right_eye': (841, 392), 'mouth_left': (683, 727), 'left_eye': (582, 443), 'mouth_right': (858, 693)}}"
658,44733.jpg,JN,"{'box': [677, 419, 687, 889], 'confidence': 0.999872088432312, 'keypoints': {'nose': (1096, 971), 'right_eye': (1240, 858), 'mouth_left': (869, 1066), 'left_eye': (981, 718), 'mouth_right': (1058, 1163)}}"
659,44737.jpg,JN,"{'box': [755, -29, 929, 1124], 'confidence': 0.9816926717758179, 'keypoints': {'nose': (1172, 725), 'right_eye': (1468, 581), 'mouth_left': (888, 795), 'left_eye': (1083, 391), 'mouth_right': (1185, 955)}}"
661,44741.jpg,JN,"{'box': [976, 31, 904, 1086], 'confidence': 0.9992725253105164, 'keypoints': {'nose': (1263, 633), 'right_eye': (1595, 498), 'mouth_left': (1089, 776), 'left_eye': (1222, 334), 'mouth_right': (1357, 899)}}"
662,45003.jpg,JN,"{'box': [553, 500, 818, 970], 'confidence': 0.9107971787452698, 'keypoints': {'nose': (1152, 1038), 'right_eye': (1174, 711), 'mouth_left': (1093, 1320), 'left_eye': (843, 904), 'mouth_right': (1335, 1162)}}"
663,45021.jpg,JN,"{'box': [1321, 655, 296, 378], 'confidence': 0.9994069337844849, 'keypoints': {'nose': (1561, 865), 'right_eye': (1565, 832), 'mouth_left': (1450, 906), 'left_eye': (1509, 776), 'mouth_right': (1503, 949)}}"
664,45029.jpg,JN,"{'box': [580, 386, 494, 584], 'confidence': 0.999902606010437, 'keypoints': {'nose': (758, 733), 'right_eye': (830, 555), 'mouth_left': (779, 884), 'left_eye': (651, 676), 'mouth_right': (940, 774)}}"
665,45034.jpg,JN,"{'box': [699, 349, 302, 357], 'confidence': 0.7342125177383423, 'keypoints': {'nose': (810, 547), 'right_eye': (863, 425), 'mouth_left': (854, 641), 'left_eye': (771, 505), 'mouth_right': (915, 582)}}"
666,45041.jpg,JN,"{'box': [498, 226, 584, 732], 'confidence': 0.9999929666519165, 'keypoints': {'nose': (725, 601), 'right_eye': (850, 446), 'mouth_left': (689, 783), 'left_eye': (599, 508), 'mouth_right': (876, 747)}}"
667,45042.jpg,JN,"{'box': [299, 1093, 759, 864], 'confidence': 0.9998903274536133, 'keypoints': {'nose': (649, 1566), 'right_eye': (740, 1287), 'mouth_left': (668, 1790), 'left_eye': (446, 1454), 'mouth_right': (876, 1666)}}"
